"","book_id","title","author","no_of_copies_sold","price","year","ranks","ratings","genre"
"215",11721,"Forks Over Knives: The Cookbook. A New York Times Bestseller: Over 300 Simple and Delicious Plant-Based Recipes to Help You Lose Weight, Be Healthier, and Feel Better Every Day","Del Sroufe",13075,9.79,2013,85,4.5,"Non Fiction"
"216",11725,"The Yankee Years","Joe Torre",425,13.2,2009,82,4.6,"Non Fiction"
"217",11727,"The Ugly Truth (Diary of a Wimpy Kid, Book 5)","Jeff Kinney",10589,11.71,2010,6,4.8,"Fiction"
"218",11731,"Think Again: The Power of Knowing What You Don't Know","Adam Grant",12028,16.75,2021,66,4.6,"Non Fiction"
"219",11740,"Uninvited: Living Loved When You Feel Less Than, Left Out, and Lonely","Lysa TerKeurst",9505,8.47,2016,48,4.7,"Non Fiction"
"220",11745,"The Jesus Storybook Bible: Every Story Whispers His Name","Sally Lloyd-Jones",11859,15.79,2015,79,4.9,"Non Fiction"
"221",11747,"The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life","Mark Manson",80328,14.35,2018,10,4.6,"Non Fiction"
"222",11749,"How to Catch a Unicorn","Adam Wallace",32100,5.22,2020,29,4.8,"Fiction"
"223",11751,"The Host","Stephenie Meyer",9715,20.58,2009,62,4.6,"Fiction"
"224",11753,"Harry Potter and the Sorcerer's Stone: The Illustrated Edition (Harry Potter, Book 1)","J.K. Rowling",21527,21.99,2017,88,4.9,"Fiction"
"225",11755,"Love You Forever","Robert Munsch",53161,4.98,2015,36,4.9,"Fiction"
"226",11757,"Learn to Read: A Magical Sight Words and Phonics Activity Workbook for Beginning Readers Ages 5-7: Reading Made Easy | Preschool, Kindergarten and 1st Grade","Modern Kid Press",14809,6.99,2020,98,4.7,"Non Fiction"
"227",11758,"P is for Potty! (Sesame Street) (Lift-the-Flap)","Naomi Kleinberg",28308,5.72,2018,29,4.7,"Non Fiction"
"228",11761,"The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change","Stephen R. Covey",9187,17.99,2018,85,4.7,"Non Fiction"
"229",11762,"Lord of the Flies","William Golding",31815,5.99,2015,100,4.6,"Fiction"
"230",11765,"Obama: An Intimate Portrait","Pete Souza",10039,25,2017,48,4.9,"Non Fiction"
"231",11767,"Dog Man: For Whom the Ball Rolls: From the Creator of Captain Underpants (Dog Man #7)","Dav Pilkey",23639,6.43,2019,4,4.9,"Fiction"
"232",11768,"Wheat Belly Cookbook: 150 Recipes to Help You Lose the Wheat, Lose the Weight, and Find Your Path Back to Health","William Davis",2277,19.59,2013,90,4.4,"Non Fiction"
"233",11774,"Miss Peregrine's Home for Peculiar Children","Ransom Riggs",13221,10.41,2011,57,4.5,"Fiction"
"234",11783,"Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!","Robert T. Kiyosaki",94095,8.99,2019,52,4.7,"Non Fiction"
"235",11784,"Broke: The Plan to Restore Our Trust, Truth and Treasure","Glenn Beck",531,9.07,2010,40,4.5,"Non Fiction"
"236",11786,"Where the Crawdads Sing","Delia Owens",344811,12.39,2019,1,4.8,"Fiction"
"237",11787,"Arguing with Idiots: How to Stop Small Minds and Big Government","Glenn Beck",895,10.5,2009,21,4.6,"Non Fiction"
"238",11788,"How to Win Friends & Influence People","Dale Carnegie",79094,10.5,2014,38,4.7,"Non Fiction"
"239",11789,"The Girl Who Kicked the Hornet's Nest (Millennium Trilogy)","Stieg Larsson",11051,11.93,2010,1,4.7,"Fiction"
"240",11792,"The Best of Me","Nicholas Sparks",8837,18.89,2011,51,4.6,"Fiction"
"241",11796,"The Mamba Mentality: How I Play","Kobe Bryant",23654,16,2020,62,4.9,"Non Fiction"
"242",11803,"Good to Great: Why Some Companies Make the Leap and Others Don't","Jim Collins",5803,16.5,2013,60,4.5,"Non Fiction"
"243",11804,"Kaplan GRE Premier 2014 with 6 Practice Tests: book + online + DVD + mobile","Kaplan",463,9.87,2013,96,4.3,"Non Fiction"
"244",11809,"Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!","Robert T. Kiyosaki",94095,11.88,2021,21,4.7,"Non Fiction"
"245",11812,"Harry Potter Paperback Box Set (Books 1-7)","J. K. Rowling",91628,38.86,2011,78,4.9,"Fiction"
"246",11816,"The Harbinger: The Ancient Mystery that Holds the Secret of America's Future","Jonathan Cahn",19005,9.49,2013,80,4.7,"Fiction"
"247",11817,"Rework","Jason Fried",5996,13.99,2010,95,4.5,"Non Fiction"
"248",11818,"The Help","Kathryn Stockett",18068,13.78,2011,60,4.8,"Fiction"
"249",11819,"The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are","Brené Brown",29674,6.92,2015,57,4.7,"Non Fiction"
"250",11821,"Magnolia Table","Joanna Gaines",32326,16.59,2019,87,4.8,"Non Fiction"
"251",11823,"Life","Keith Richards",4699,13.8,2010,19,4.6,"Non Fiction"
"252",11826,"11/22/63: A Novel","Stephen King",3115,16.43,2011,19,4.7,"Fiction"
"253",11831,"Mockingjay (The Hunger Games)","Suzanne Collins",37034,9.08,2010,8,4.6,"Fiction"
"254",11833,"The Invention of Hugo Cabret","Brian Selznick",2654,13.03,2011,93,4.8,"Fiction"
"255",11834,"The Road to Serfdom: Text and Documents--The Definitive Edition (The Collected Works of F. A. Hayek, Volume 2)","F. A. Hayek",2406,17,2010,32,4.7,"Non Fiction"
"256",11837,"The 48 Laws of Power","Robert Greene",52408,11.6,2021,18,4.7,"Non Fiction"
"257",11839,"The Whole30: The 30-Day Guide to Total Health and Food Freedom","Melissa Hartwig Urban",15544,14.68,2017,10,4.6,"Non Fiction"
"258",11840,"The 4-Hour Workweek: Escape 9-5, Live Anywhere, and Join the New Rich","Timothy Ferriss",18929,13.39,2011,68,4.5,"Non Fiction"
"259",11842,"The Lacuna: A Novel","Barbara Kingsolver",1787,11.52,2009,85,4.3,"Fiction"
"260",11843,"The Shack: Where Tragedy Confronts Eternity","William P. Young",23392,13.4,2010,82,4.7,"Fiction"
"261",11847,"The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change","Stephen R. Covey",1676,19.99,2010,51,4.6,"Non Fiction"
"262",11849,"Adult Coloring Book: Stress Relieving Patterns","Blue Star Coloring",4253,6.91,2015,10,4.5,"Non Fiction"
"263",11850,"Cravings: Recipes for All the Food You Want to Eat: A Cookbook","Chrissy Teigen",10707,14.42,2016,38,4.7,"Non Fiction"
"264",11852,"Jesus Calling, Padded Hardcover, with Scripture references","Sarah Young",31196,7.53,2013,5,4.9,"Non Fiction"
"265",11853,"How to Win Friends & Influence People","Dale Carnegie",79094,10.5,2018,39,4.7,"Non Fiction"
"266",11855,"Emotional Intelligence 2.0","Travis Bradberry",10429,14.98,2011,86,4.5,"Non Fiction"
"267",11859,"Steve Jobs","Walter Isaacson",12780,17.33,2011,1,4.7,"Non Fiction"
"268",11863,"Tina Fey: Bossypants","Tina Fey",8169,10.28,2011,24,4.3,"Non Fiction"
"269",11864,"How to Do the Work: Recognize Your Patterns, Heal from Your Past, and Create Your Self","Dr. Nicole LePera",11486,16.46,2021,64,4.8,"Non Fiction"
"270",11865,"The Complete Cookbook for Young Chefs: 100+ Recipes that You'll Love to Cook and Eat","America's Test Kitchen Kids",19282,13,2020,59,4.8,"Non Fiction"
"271",11877,"The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change","Stephen R. Covey",1676,19.99,2013,43,4.6,"Non Fiction"
"272",11887,"The Battle of the Labyrinth (Percy Jackson and the Olympians, Book 4)","Rick Riordan",13936,7.99,2010,66,4.8,"Fiction"
"273",11895,"The Getaway","Jeff Kinney",17169,9.89,2017,5,4.8,"Fiction"
"274",11897,"The Hill We Climb: An Inaugural Poem for the Country","Amanda Gorman",15565,8.72,2021,31,4.9,"Non Fiction"
"275",11898,"Love You Forever","Robert Munsch",53161,4.98,2013,69,4.9,"Fiction"
"276",11901,"Hotel on the Corner of Bitter and Sweet","Jamie Ford",6239,13.49,2011,84,4.6,"Fiction"
"277",11907,"The Catcher in the Rye","J.D. Salinger",30926,8.99,2014,76,4.5,"Fiction"
"278",11908,"1984","George Orwell",72441,7.48,2020,53,4.7,"Fiction"
"279",11914,"Magic Tree House Boxed Set, Books 1-4: Dinosaurs Before Dark, The Knight at Dawn, Mummies in the Morning, and Pirates Past Noon","Mary Pope Osborne",19363,11,2021,55,4.8,"Fiction"
"280",11915,"LEGO NINJAGO: Character Encyclopedia","DK Publishing",887,5.52,2012,58,4.5,"Fiction"
"281",11918,"The Lost Hero (Heroes of Olympus, Book 1)","Rick Riordan",11549,14.53,2011,82,4.8,"Fiction"
"282",11922,"Lord of the Flies","William Golding",31815,5.99,2014,74,4.6,"Fiction"
"283",11926,"American Assassin: A Thriller (A Mitch Rapp Novel)","Vince Flynn",8352,18.47,2010,94,4.6,"Fiction"
"284",11928,"The Wonderful Things You Will Be","Emily Winfield Martin",25148,8.55,2017,26,4.9,"Fiction"
"285",11931,"Let That Sh*t Go: A Journal for Leaving Your Bullsh*t Behind and Creating a Happy Life (Zen as F*ck Journals)","Monica Sweeney",28770,8.99,2020,88,4.7,"Non Fiction"
"286",11940,"No Easy Day: The Autobiography of a Navy Seal: The Firsthand Account of the Mission That Killed Osama Bin Laden","Mark Owen",9676,16.89,2012,10,4.6,"Non Fiction"
"287",11951,"The Trials of Apollo, Book 1: The Hidden Oracle (Trials of Apollo, 1)","Rick Riordan",9969,11.29,2016,62,4.7,"Fiction"
"288",11952,"The Magnolia Story","Chip Gaines",10133,12.07,2016,14,4.8,"Non Fiction"
"289",11954,"Act Like a Lady, Think Like a Man: What Men Really Think About Love, Relationships, Intimacy, and Commitment","Steve Harvey",7043,20.45,2009,16,4.6,"Non Fiction"
"290",11961,"The Big Short: Inside the Doomsday Machine","Michael Lewis",5893,8.79,2011,98,4.7,"Non Fiction"
"291",11970,"American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History","Chris Kyle",19371,9.99,2015,49,4.6,"Non Fiction"
"292",11971,"Difficult Riddles For Smart Kids: 300 Difficult Riddles And Brain Teasers Families Will Love (Books for Smart Kids)","M Prefontaine",28840,5.99,2020,52,4.6,"Non Fiction"
"293",11974,"Fifty Shades Trilogy (Fifty Shades of Grey / Fifty Shades Darker / Fifty Shades Freed)","E L James",38220,19.49,2012,6,4.6,"Fiction"
"294",11978,"The Storyteller: Tales of Life and Music","Dave Grohl",26999,17.99,2021,34,4.8,"Non Fiction"
"295",11982,"Potty (Leslie Patricelli board books)","Leslie Patricelli",12933,7.99,2015,68,4.7,"Fiction"
"296",11984,"Publication Manual (OFFICIAL) 7th Edition of the American Psychological Association","American Psychological Association",28579,24,2020,60,4.8,"Non Fiction"
"297",11989,"Enchanted Forest: An Inky Quest and Coloring book (Activity Books, Mindfulness and Meditation, Illustrated Floral Prints)","Johanna Basford",8106,12.15,2015,7,4.7,"Non Fiction"
"298",11991,"Me Before You: A Novel (Movie Tie-In)","Jojo Moyes",1224,18.98,2016,77,4.6,"Fiction"
"299",12000,"The Land of Painted Caves: A Novel (Earth's Children)","Jean M. Auel",6293,22.79,2011,71,4.2,"Fiction"
"300",12001,"The Elegance of the Hedgehog","Muriel Barbery",3486,9.09,2009,40,4.2,"Fiction"
"301",12008,"The World of Ice & Fire: The Untold History of Westeros and the Game of Thrones","George R. R. Martin",7640,53.99,2014,67,4.8,"Fiction"
"302",12010,"The Wish","Nicholas Sparks",35292,13.4,2021,95,4.7,"Fiction"
"303",12011,"You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life","Jen Sincero",35414,8.45,2019,42,4.7,"Non Fiction"
"304",12015,"If Animals Kissed Good Night","Ann Whitford Paul",69538,4.14,2016,60,4.8,"Fiction"
"305",12020,"Freedom: A Novel","Jonathan Franzen",2718,12.23,2010,53,4,"Fiction"
"306",12021,"The Cuckoo's Calling (A Cormoran Strike Novel, 1)","Robert Galbraith",27919,16.68,2013,54,4.2,"Fiction"
"307",12023,"Decoded","Jay-Z",1514,44.99,2010,80,4.7,"Non Fiction"
"308",12027,"Watchmen","Alan Moore",7746,33.99,2009,45,4.8,"Fiction"
"309",12028,"The Help","Kathryn Stockett",18068,12.66,2009,7,4.8,"Fiction"
"310",12029,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream","Paulo Coelho",94750,13.29,2018,51,4.7,"Fiction"
"311",12030,"The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals","Laurel Randolph",12578,8.97,2018,26,4.4,"Non Fiction"
"312",12042,"How to Draw 101 Animals (1)","Dan Green",24653,4.99,2020,74,4.7,"Non Fiction"
"313",12048,"Calm the F*ck Down: An Irreverent Adult Coloring Book","Sasha O'Hara",21068,4.99,2018,66,4.6,"Non Fiction"
"314",12050,"How to Win Friends & Influence People","Dale Carnegie",79094,10.5,2021,49,4.7,"Non Fiction"
"315",12055,"The Official SAT Study Guide","The College Board",1526,41,2011,20,4.4,"Non Fiction"
"316",12061,"The Institute: A Novel","Stephen King",33465,14.67,2019,53,4.7,"Fiction"
"317",12074,"Goodnight Moon","Margaret Wise Brown",24815,5.36,2016,69,4.9,"Fiction"
"318",12077,"Towers of Midnight (Wheel of Time, Book Thirteen)","Robert Jordan",7325,21.49,2010,47,4.8,"Fiction"
"319",12079,"Caste (Oprah's Book Club): The Origins of Our Discontents","Isabel Wilkerson",40983,14.34,2020,18,4.8,"Non Fiction"
"320",12080,"Magnus Chase and the Gods of Asgard, Book 1: The Sword of Summer (Magnus Chase and the Gods of Asgard, 1)","Rick Riordan",7465,11.46,2015,64,4.7,"Fiction"
"321",12083,"American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History","Chris Kyle",19371,18.52,2012,59,4.6,"Non Fiction"
"322",12084,"Diary of a Wimpy Kid, Book 1","Jeff Kinney",16590,16.97,2009,67,4.8,"Fiction"
"323",12085,"Rush Revere and the First Patriots: Time-Travel Adventures With Exceptional Americans (2)","Rush Limbaugh",5033,9.99,2014,24,4.9,"Fiction"
"324",12088,"Beneath a Scarlet Sky: A Novel","Mark Sullivan",66012,13.46,2018,59,4.7,"Fiction"
"325",12091,"The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book)","Don Miguel Ruiz",86676,7.74,2019,20,4.7,"Non Fiction"
"326",12097,"First 100 Words: A Padded Board Book","Roger Priddy",35236,4.78,2015,1,4.7,"Non Fiction"
"327",12100,"A Time for Mercy (Jake Brigance)","John Grisham",77697,13,2020,77,4.6,"Fiction"
"328",12102,"The 5 Love Languages: The Secret to Love That Lasts","Gary Chapman",7012,23.99,2014,25,4.7,"Non Fiction"
"329",12103,"Wild: From Lost to Found on the Pacific Crest Trail","Cheryl Strayed",23549,18.24,2012,41,4.5,"Non Fiction"
"330",12106,"Bring Up the Bodies","Hilary Mantel",8622,27.99,2012,68,4.5,"Fiction"
"331",12107,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream","Paulo Coelho",94750,13.29,2015,82,4.7,"Fiction"
"332",12109,"Crucial Conversations Tools for Talking When Stakes Are High, Second Edition","Kerry Patterson",9891,20.97,2012,77,4.7,"Non Fiction"
"333",12110,"Joyland (Hard Case Crime)","Stephen King",10723,9.66,2013,44,4.6,"Fiction"
"334",12111,"Ender's Game (The Ender Quintet)","Orson Scott Card",18398,21.5,2013,52,4.6,"Fiction"
"335",12112,"Good to Great: Why Some Companies Make the Leap and Others Don't","Jim Collins",5803,16.5,2014,100,4.5,"Non Fiction"
"336",12114,"The Day the Crayons Quit","Drew Daywalt",19898,9.19,2016,100,4.8,"Fiction"
"337",12115,"Everybody Always: Becoming Love in a World Full of Setbacks and Difficult People","Bob Goff",6586,11.29,2018,55,4.8,"Non Fiction"
"338",12119,"Jesus Calling, Padded Hardcover, with Scripture references","Sarah Young",31196,7.53,2017,57,4.9,"Non Fiction"
"339",12122,"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking","Samin Nosrat",20620,16.65,2019,15,4.8,"Non Fiction"
"340",12125,"How to Be an Antiracist","Ibram X. Kendi",25333,13.51,2020,15,4.7,"Non Fiction"
"341",12129,"The Legend of Zelda: Hyrule Historia","Patrick Thorpe",9588,32,2013,27,4.9,"Fiction"
"342",12130,"The Pout-Pout Fish","Deborah Diesen",23576,4.98,2020,81,4.9,"Fiction"
"343",12131,"A Higher Loyalty: Truth, Lies, and Leadership","James Comey",8326,6.15,2018,11,4.7,"Non Fiction"
"344",12134,"Unbroken: A World War II Story of Survival, Resilience, and Redemption","Laura Hillenbrand",33629,14.54,2011,6,4.8,"Non Fiction"
"345",12137,"School Zone - Big Preschool Workbook - 320 Pages, Ages 3 to 5, Colors, Shapes, Numbers, Early Math, Alphabet, Pre-Writing, Phonics, Following Directions, and More (School Zone Big Workbook Series)","School Zone",66846,5.99,2020,9,4.8,"Non Fiction"
"346",12140,"Prayer Journal for Women: 52 Week Scripture, Devotional & Guided Prayer Journal","Shannon Roberts",42410,9.95,2020,36,4.8,"Non Fiction"
"347",12144,"Cloud Atlas","David Mitchell",5824,11.99,2012,82,4.3,"Fiction"
"348",12145,"The Truth About COVID-19: Exposing The Great Reset, Lockdowns, Vaccine Passports, and the New Normal","Doctor Joseph Mercola",7246,7.59,2021,99,4.8,"Non Fiction"
"349",12151,"First 100 Words: A Padded Board Book","Roger Priddy",35236,4.78,2014,31,4.7,"Non Fiction"
"350",12154,"Tools Of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers","Timothy Ferriss",7920,20.06,2017,44,4.7,"Non Fiction"
"351",12163,"There's No Place Like Space: All About Our Solar System (Cat in the Hat's Learning Library)","Tish Rabe",24728,5.98,2020,64,4.8,"Non Fiction"
"352",12164,"The Girl Who Played with Fire (Millennium Series)","Stieg Larsson",10693,11.12,2010,5,4.7,"Fiction"
"353",12165,"Breaking Dawn (The Twilight Saga, Book 4)","Stephenie Meyer",16912,14.3,2009,4,4.7,"Fiction"
"354",12167,"All the Light We Cannot See","Anthony Doerr",67291,18.98,2014,40,4.6,"Fiction"
"355",12168,"The 5 Love Languages: The Secret to Love that Lasts","Gary Chapman",69866,7.57,2017,12,4.8,"Non Fiction"
"356",12169,"Killing Jesus (Bill O'Reilly's Killing Series)","Bill O'Reilly",13007,18.44,2013,10,4.5,"Non Fiction"
"357",12172,"The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing","Marie Kondō",28111,8.32,2015,2,4.5,"Non Fiction"
"358",12174,"P is for Potty! (Sesame Street) (Lift-the-Flap)","Naomi Kleinberg",14846,5.72,2020,99,4.7,"Non Fiction"
"359",12176,"Man's Search for Meaning (OLD EDITION/OUT OF PRINT)","Viktor E. Frankl",53306,18.5,2018,87,4.7,"Non Fiction"
"360",12177,"The Book Thief","Markus Zusak",34536,6.99,2014,17,4.7,"Fiction"
"361",12178,"Simply Keto: A Practical Approach to Health & Weight Loss with 100+ Easy Low-Carb Recipes","Suzanne Ryan",9484,15.9,2019,98,4.6,"Non Fiction"
"362",12179,"The Easy 5-Ingredient Ketogenic Diet Cookbook: Low-Carb, High-Fat Recipes for Busy People on the Keto Diet","Jen Fisch",15796,8.94,2018,83,4.4,"Non Fiction"
"363",12183,"The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are","Brené Brown",29674,6.92,2019,60,4.7,"Non Fiction"
"364",12187,"Percy Jackson and the Olympians 5 Book Paperback Boxed Set (w/poster) (Percy Jackson & the Olympians)","Rick Riordan",36276,18.8,2020,69,4.9,"Fiction"
"365",12197,"The Great Alone: A Novel","Kristin Hannah",44690,14.4,2018,88,4.7,"Fiction"
"366",12198,"Radical: Taking Back Your Faith from the American Dream","David Platt",2727,9.21,2010,46,4.7,"Non Fiction"
"367",12199,"The Five Dysfunctions of a Team: A Leadership Fable, 20th Anniversary Edition","Patrick Lencioni",6262,20.72,2009,32,4.6,"Non Fiction"
"368",12204,"The Last Olympian (Percy Jackson and the Olympians, Book 5)","Rick Riordan",14955,10.44,2010,36,4.8,"Fiction"
"369",12205,"The Very Hungry Caterpillar","Eric Carle",54008,4.93,2021,9,4.9,"Fiction"
"370",12211,"Ready Player One: A Novel","Ernest Cline",45965,11,2018,48,4.7,"Fiction"
"371",12212,"Barefoot Contessa Foolproof: Recipes You Can Trust: A Cookbook","Ina Garten",2346,17.99,2012,22,4.8,"Non Fiction"
"372",12215,"The Bully Pulpit: Theodore Roosevelt, William Howard Taft, and the Golden Age of Journalism","Doris Kearns Goodwin",2638,22.07,2013,77,4.6,"Non Fiction"
"373",12216,"The FastDiet: Lose Weight, Stay Healthy, and Live Longer with the Simple Secret of Intermittent Fasting","Dr Dr Michael Mosley",11176,13.32,2013,73,4.3,"Non Fiction"
"374",12217,"The 5 Love Languages: The Secret to Love that Lasts","Gary Chapman",69866,7.57,2016,9,4.8,"Non Fiction"
"375",12220,"Goodnight Moon","Margaret Wise Brown",24815,5.36,2021,54,4.9,"Fiction"
"376",12221,"Sapiens: A Brief History of Humankind","Yuval Noah Harari",65787,22.49,2017,78,4.6,"Non Fiction"
"377",12222,"What to Expect When You're Expecting","Heidi Murkoff",29389,18,2011,49,4.8,"Non Fiction"
"378",12223,"The Food Lab: Better Home Cooking Through Science","J. Kenji López-Alt",9022,27.99,2016,76,4.9,"Non Fiction"
"379",12224,"Sookie Stackhouse","Charlaine Harris",995,82.15,2009,23,4.7,"Fiction"
"380",12226,"For the Love: Fighting for Grace in a World of Impossible Standards","Jen Hatmaker",1862,10.4,2015,92,4.6,"Non Fiction"
"381",12232,"The Goldfinch: A Novel (Pulitzer Prize for Fiction)","Donna Tartt",42846,22.33,2013,30,4,"Fiction"
"382",12234,"Inheritance: Book IV (Inheritance Cycle)","Christopher Paolini",9010,15,2011,7,4.7,"Fiction"
"383",12235,"Puppy Birthday to You! (Paw Patrol) (Little Golden Book)","Golden Books",12981,4.02,2016,64,4.8,"Fiction"
"384",12236,"Gone Girl","Gillian Flynn",66978,15.99,2014,16,4.1,"Fiction"
"385",12238,"Medical Medium Liver Rescue: Answers to Eczema, Psoriasis, Diabetes, Strep, Acne, Gout, Bloating, Gallstones, Adrenal Stress, Fatigue, Fatty Liver, Weight Issues, SIBO & Autoimmune Disease","Anthony William",10982,21.99,2018,64,4.7,"Non Fiction"
"386",12246,"Llama Llama Loves Camping","Anna Dewdney",18042,4.99,2020,71,4.7,"Non Fiction"
"387",12247,"Winter of the World: Book Two of the Century Trilogy","Ken Follett",18184,13.98,2012,42,4.6,"Fiction"
"388",12255,"If Animals Kissed Good Night","Ann Whitford Paul",69538,4.14,2021,4,4.8,"Fiction"
"389",12256,"The Blood Sugar Solution: The UltraHealthy Program for Losing Weight, Preventing Disease, and Feeling Great Now!","Mark Hyman M.D.",2489,13.95,2012,35,4.3,"Non Fiction"
"390",12263,"Where Do Diggers Sleep at Night? (Where Do...Series)","Brianna Caplan Sayres",13755,7,2018,84,4.8,"Fiction"
"391",12264,"The Seven Husbands of Evelyn Hugo: A Novel","Taylor Jenkins Reid",125004,9.42,2021,17,4.6,"Fiction"
"392",12265,"Inspiralized: Turn Vegetables into Healthy, Creative, Satisfying Meals: A Cookbook","Ali Maffucci",3754,12.88,2015,72,4.4,"Non Fiction"
"393",12276,"To Kill a Mockingbird","Harper Lee",68841,17.36,2014,15,4.8,"Fiction"
"394",12277,"A Patriot's History of the United States: From Columbus's Great Discovery to the War on Terror","Larry Schweikart",577,44.5,2010,35,4.7,"Non Fiction"
"395",12279,"The Five Dysfunctions of a Team: A Leadership Fable, 20th Anniversary Edition","Patrick Lencioni",6296,20.72,2011,32,4.6,"Non Fiction"
"396",12280,"Flash Cards: Sight Words","Scholastic Teacher Resources",20825,2.88,2021,61,4.8,"Non Fiction"
"397",12286,"Brown Bear, Brown Bear, What Do You See?","Bill Martin Jr.",47193,4.55,2015,95,4.9,"Fiction"
"398",12288,"The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are","Brené Brown",29674,6.92,2013,53,4.7,"Non Fiction"
"399",12291,"The Book Thief","Markus Zusak",34536,6.99,2009,59,4.7,"Fiction"
"400",12297,"The Judge's List: A Novel (The Whistler)","John Grisham",69642,13.55,2021,80,4.5,"Non Fiction"
"401",12303,"The Pioneer Woman Cooksâ€•A Year of Holidays: 140 Step-by-Step Recipes for Simple, Scrumptious Celebrations","Ree Drummond",4883,14.39,2013,38,4.8,"Non Fiction"
"402",12304,"The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change","Stephen R. Covey",9187,17.99,2017,49,4.7,"Non Fiction"
"403",12305,"The Outsiders","S. E. Hinton",30584,9.49,2015,86,4.8,"Fiction"
"404",12307,"Thomas Jefferson: The Art of Power","Jon Meacham",2922,17.65,2012,48,4.6,"Non Fiction"
"405",12308,"StrengthsFinder 2.0","Gallup",7082,18.29,2016,2,4.1,"Non Fiction"
"406",12309,"The Vanishing Half: A Novel","Brit Bennett",96412,12.32,2021,92,4.4,"Fiction"
"407",12315,"Ultimate Sticker Book: Frozen: More Than 60 Reusable Full-Color Stickers","DK",4838,6.99,2015,75,4.6,"Fiction"
"408",12321,"Ugly Love: A Novel","Colleen Hoover",82155,10.4,2021,85,4.7,"Fiction"
"409",12334,"The Throne of Fire (The Kane Chronicles, Book 2)","Rick Riordan",3821,13.91,2011,36,4.8,"Fiction"
"410",12335,"Eat to Live: The Amazing Nutrient-Rich Program for Fast and Sustained Weight Loss","Joel Fuhrman MD",9950,21.9,2012,70,4.5,"Non Fiction"
"411",12343,"What If?: Serious Scientific Answers to Absurd Hypothetical Questions","Randall Munroe",18840,13.3,2015,60,4.7,"Non Fiction"
"412",12344,"From Dead to Worse (Sookie Stackhouse/True Blood)","Charlaine Harris",2080,7.99,2009,79,4.7,"Fiction"
"413",12354,"Rage","Bob Woodward",34424,11.07,2020,17,4.6,"Non Fiction"
"414",12359,"Grain Brain: The Surprising Truth about Wheat, Carbs, and Sugar--Your Brain's Silent Killers","David Perlmutter MD",7763,9.64,2013,66,4.6,"Non Fiction"
"415",12367,"The Big Short: Inside the Doomsday Machine","Michael Lewis",5893,18.24,2010,12,4.7,"Non Fiction"
"416",12368,"The Reckoning: A Novel","John Grisham",21594,15.4,2018,57,4.2,"Fiction"
"417",12378,"Publication Manual of the American Psychological Association, 6th Edition","American Psychological Association",12674,24.29,2011,16,4.5,"Non Fiction"
"418",12379,"The Pioneer Woman Cooks: Recipes from an Accidental Country Girl","Ree Drummond",5477,14.52,2009,58,4.8,"Non Fiction"
"419",12380,"Magnolia Table, Volume 2: A Collection of Recipes for Gathering","Joanna Gaines",26429,17,2020,33,4.9,"Non Fiction"
"420",12381,"Night (Night)","Elie Wiesel",8573,5.49,2014,75,4.7,"Non Fiction"
"421",12382,"Proof of Heaven: A Neurosurgeon's Journey into the Afterlife","Eben Alexander",16915,12.79,2012,20,4.4,"Non Fiction"
"422",12383,"Brown Bear, Brown Bear, What Do You See?","Bill Martin Jr.",47472,4.55,2021,20,4.9,"Fiction"
"423",12385,"Cleopatra: A Life","Stacy Schiff",1586,12,2010,52,4.2,"Non Fiction"
"424",12391,"The Five Love Languages: How to Express Heartfelt Commitment to Your Mate","Gary Chapman",886,14.72,2009,44,4.6,"Non Fiction"
"425",12398,"First 100 Words: A Padded Board Book","Roger Priddy",35236,4.78,2018,15,4.7,"Non Fiction"
"426",12399,"The Grand Design","Stephen Hawking",2790,15.99,2010,70,4.5,"Fiction"
"427",12400,"Drive: The Surprising Truth About What Motivates Us","Daniel H. Pink",5489,10.79,2011,95,4.5,"Non Fiction"
"428",12401,"The Going-To-Bed Book","Sandra Boynton",15393,3.97,2014,66,4.8,"Fiction"
"429",12404,"Fahrenheit 451","Ray Bradbury",34955,8.29,2019,71,4.6,"Fiction"
